,state_id,area_type,age_group_of_head,marital_status,male,female
3905,22,Total,50-59,Widowed,44001,114305
3906,22,Total,60-69,Widowed,58452,147625
3907,22,Total,70-79,Widowed,38537,73898
3908,22,Total,80+,Widowed,15389,19862
3909,22,Total,Age Not Stated,Widowed,141,341
3910,22,Rural,All Ages,Widowed,172990,402035
3911,22,Rural,Less than 20,Widowed,403,820
3912,22,Rural,20-29,Widowed,3612,7325
3913,22,Rural,30-39,Widowed,12035,38136
3914,22,Rural,40-49,Widowed,27493,79183
3915,22,Rural,50-59,Widowed,36703,84929
3916,22,Rural,60-69,Widowed,48842,116390
3917,22,Rural,70-79,Widowed,31206,59210
3918,22,Rural,80+,Widowed,12595,15827
3919,22,Rural,Age Not Stated,Widowed,101,215
3920,22,Urban,All Ages,Widowed,34057,119554
3921,22,Urban,Less than 20,Widowed,87,263
3922,22,Urban,20-29,Widowed,510,1848
3923,22,Urban,30-39,Widowed,1883,11176
3924,22,Urban,40-49,Widowed,4504,26807
3925,22,Urban,50-59,Widowed,7298,29376
3926,22,Urban,60-69,Widowed,9610,31235
3927,22,Urban,70-79,Widowed,7331,14688
3928,22,Urban,80+,Widowed,2794,4035
3929,22,Urban,Age Not Stated,Widowed,40,126
3930,23,Total,All Ages,Widowed,578396,1028587
3931,23,Total,Less than 20,Widowed,1692,2543
3932,23,Total,20-29,Widowed,13317,16973
3933,23,Total,30-39,Widowed,45441,92183
3934,23,Total,40-49,Widowed,92895,199109
3935,23,Total,50-59,Widowed,115063,214136
3936,23,Total,60-69,Widowed,148603,278694
3937,23,Total,70-79,Widowed,110365,167094
3938,23,Total,80+,Widowed,50526,57036
3939,23,Total,Age Not Stated,Widowed,494,819
3940,23,Rural,All Ages,Widowed,446727,694693
3941,23,Rural,Less than 20,Widowed,1310,1741
3942,23,Rural,20-29,Widowed,11553,13369
3943,23,Rural,30-39,Widowed,38032,66772
3944,23,Rural,40-49,Widowed,74454,131622
3945,23,Rural,50-59,Widowed,88163,136133
3946,23,Rural,60-69,Widowed,113796,189574
3947,23,Rural,70-79,Widowed,82124,116219
3948,23,Rural,80+,Widowed,36978,38851
3949,23,Rural,Age Not Stated,Widowed,317,412
3950,23,Urban,All Ages,Widowed,131669,333894
3951,23,Urban,Less than 20,Widowed,382,802
3952,23,Urban,20-29,Widowed,1764,3604
3953,23,Urban,30-39,Widowed,7409,25411
3954,23,Urban,40-49,Widowed,18441,67487
3955,23,Urban,50-59,Widowed,26900,78003
3956,23,Urban,60-69,Widowed,34807,89120
3957,23,Urban,70-79,Widowed,28241,50875
3958,23,Urban,80+,Widowed,13548,18185
3959,23,Urban,Age Not Stated,Widowed,177,407
3960,24,Total,All Ages,Widowed,424243,938866
3961,24,Total,Less than 20,Widowed,1485,3166
3962,24,Total,20-29,Widowed,5043,7715
3963,24,Total,30-39,Widowed,25105,65685
3964,24,Total,40-49,Widowed,65832,178126
3965,24,Total,50-59,Widowed,96634,213050
3966,24,Total,60-69,Widowed,109637,244925
3967,24,Total,70-79,Widowed,80969,159245
3968,24,Total,80+,Widowed,37831,63164
3969,24,Total,Age Not Stated,Widowed,1707,3790
3970,24,Rural,All Ages,Widowed,266155,521817
3971,24,Rural,Less than 20,Widowed,808,1559
3972,24,Rural,20-29,Widowed,3351,4587
3973,24,Rural,30-39,Widowed,17731,40688
3974,24,Rural,40-49,Widowed,45031,101648
3975,24,Rural,50-59,Widowed,61571,115450
3976,24,Rural,60-69,Widowed,67828,133829
3977,24,Rural,70-79,Widowed,47156,87781
3978,24,Rural,80+,Widowed,21560,34188
3979,24,Rural,Age Not Stated,Widowed,1119,2087
3980,24,Urban,All Ages,Widowed,158088,417049
3981,24,Urban,Less than 20,Widowed,677,1607
3982,24,Urban,20-29,Widowed,1692,3128
3983,24,Urban,30-39,Widowed,7374,24997
3984,24,Urban,40-49,Widowed,20801,76478
3985,24,Urban,50-59,Widowed,35063,97600
3986,24,Urban,60-69,Widowed,41809,111096
3987,24,Urban,70-79,Widowed,33813,71464
3988,24,Urban,80+,Widowed,16271,28976
3989,24,Urban,Age Not Stated,Widowed,588,1703
3990,25,Total,All Ages,Widowed,702,4814
3991,25,Total,Less than 20,Widowed,0,10
3992,25,Total,20-29,Widowed,12,34
3993,25,Total,30-39,Widowed,31,280
3994,25,Total,40-49,Widowed,81,827
3995,25,Total,50-59,Widowed,158,1099
3996,25,Total,60-69,Widowed,190,1395
3997,25,Total,70-79,Widowed,159,858
3998,25,Total,80+,Widowed,71,304
3999,25,Total,Age Not Stated,Widowed,0,7
4000,25,Rural,All Ages,Widowed,239,1678
4001,25,Rural,Less than 20,Widowed,0,5
4002,25,Rural,20-29,Widowed,1,13
4003,25,Rural,30-39,Widowed,10,123
4004,25,Rural,40-49,Widowed,28,313
4005,25,Rural,50-59,Widowed,50,399
4006,25,Rural,60-69,Widowed,64,456
4007,25,Rural,70-79,Widowed,58,274
4008,25,Rural,80+,Widowed,28,92
4009,25,Rural,Age Not Stated,Widowed,0,3
4010,25,Urban,All Ages,Widowed,463,3136
4011,25,Urban,Less than 20,Widowed,0,5
4012,25,Urban,20-29,Widowed,11,21
4013,25,Urban,30-39,Widowed,21,157
4014,25,Urban,40-49,Widowed,53,514
4015,25,Urban,50-59,Widowed,108,700
4016,25,Urban,60-69,Widowed,126,939
4017,25,Urban,70-79,Widowed,101,584
4018,25,Urban,80+,Widowed,43,212
4019,25,Urban,Age Not Stated,Widowed,0,4
4020,26,Total,All Ages,Widowed,900,2811
4021,26,Total,Less than 20,Widowed,1,5
4022,26,Total,20-29,Widowed,20,64
4023,26,Total,30-39,Widowed,61,383
4024,26,Total,40-49,Widowed,151,781
4025,26,Total,50-59,Widowed,217,634
4026,26,Total,60-69,Widowed,269,584
4027,26,Total,70-79,Widowed,139,280
4028,26,Total,80+,Widowed,42,77
4029,26,Total,Age Not Stated,Widowed,0,3
4030,26,Rural,All Ages,Widowed,527,1643
4031,26,Rural,Less than 20,Widowed,0,2
4032,26,Rural,20-29,Widowed,11,36
4033,26,Rural,30-39,Widowed,29,225
4034,26,Rural,40-49,Widowed,94,474
4035,26,Rural,50-59,Widowed,143,368
4036,26,Rural,60-69,Widowed,161,349
4037,26,Rural,70-79,Widowed,73,153
4038,26,Rural,80+,Widowed,16,36
4039,26,Rural,Age Not Stated,Widowed,0,0
4040,26,Urban,All Ages,Widowed,373,1168
4041,26,Urban,Less than 20,Widowed,1,3
4042,26,Urban,20-29,Widowed,9,28
4043,26,Urban,30-39,Widowed,32,158
4044,26,Urban,40-49,Widowed,57,307
4045,26,Urban,50-59,Widowed,74,266
4046,26,Urban,60-69,Widowed,108,235
4047,26,Urban,70-79,Widowed,66,127
4048,26,Urban,80+,Widowed,26,41
4049,26,Urban,Age Not Stated,Widowed,0,3
4050,27,Total,All Ages,Widowed,605635,2026764
4051,27,Total,Less than 20,Widowed,1702,5031
4052,27,Total,20-29,Widowed,8202,30782
4053,27,Total,30-39,Widowed,32513,200239
4054,27,Total,40-49,Widowed,73533,412462
4055,27,Total,50-59,Widowed,114650,429897
4056,27,Total,60-69,Widowed,167325,535892
4057,27,Total,70-79,Widowed,140493,311543
4058,27,Total,80+,Widowed,64966,94349
4059,27,Total,Age Not Stated,Widowed,2251,6569
4060,27,Rural,All Ages,Widowed,347534,1091845
4061,27,Rural,Less than 20,Widowed,969,2683
4062,27,Rural,20-29,Widowed,4901,19619
4063,27,Rural,30-39,Widowed,18805,117069
4064,27,Rural,40-49,Widowed,40994,213481
4065,27,Rural,50-59,Widowed,62350,204284
4066,27,Rural,60-69,Widowed,97767,298436
4067,27,Rural,70-79,Widowed,83607,182898
4068,27,Rural,80+,Widowed,36973,50244
4069,27,Rural,Age Not Stated,Widowed,1168,3131
4070,27,Urban,All Ages,Widowed,258101,934919
4071,27,Urban,Less than 20,Widowed,733,2348
4072,27,Urban,20-29,Widowed,3301,11163
4073,27,Urban,30-39,Widowed,13708,83170
4074,27,Urban,40-49,Widowed,32539,198981
4075,27,Urban,50-59,Widowed,52300,225613
4076,27,Urban,60-69,Widowed,69558,237456
4077,27,Urban,70-79,Widowed,56886,128645
4078,27,Urban,80+,Widowed,27993,44105
4079,27,Urban,Age Not Stated,Widowed,1083,3438
4080,28,Total,All Ages,Widowed,509413,2324674
4081,28,Total,Less than 20,Widowed,768,3378
4082,28,Total,20-29,Widowed,7130,56203
4083,28,Total,30-39,Widowed,29820,268855
4084,28,Total,40-49,Widowed,68781,467740
4085,28,Total,50-59,Widowed,98868,481317
4086,28,Total,60-69,Widowed,157806,658138
4087,28,Total,70-79,Widowed,103500,291227
4088,28,Total,80+,Widowed,39325,85998
4089,28,Total,Age Not Stated,Widowed,3415,11818
4090,28,Rural,All Ages,Widowed,387265,1707864
4091,28,Rural,Less than 20,Widowed,553,2318
4092,28,Rural,20-29,Widowed,5086,40956
4093,28,Rural,30-39,Widowed,21116,189616
4094,28,Rural,40-49,Widowed,49822,318744
4095,28,Rural,50-59,Widowed,71954,333087
4096,28,Rural,60-69,Widowed,124047,513322
4097,28,Rural,70-79,Widowed,81682,233838
4098,28,Rural,80+,Widowed,30770,68657
4099,28,Rural,Age Not Stated,Widowed,2235,7326
4100,28,Urban,All Ages,Widowed,122148,616810
4101,28,Urban,Less than 20,Widowed,215,1060
4102,28,Urban,20-29,Widowed,2044,15247
4103,28,Urban,30-39,Widowed,8704,79239
4104,28,Urban,40-49,Widowed,18959,148996
4105,28,Urban,50-59,Widowed,26914,148230
4106,28,Urban,60-69,Widowed,33759,144816
4107,28,Urban,70-79,Widowed,21818,57389
4108,28,Urban,80+,Widowed,8555,17341
4109,28,Urban,Age Not Stated,Widowed,1180,4492
4110,29,Total,All Ages,Widowed,312567,1619359
4111,29,Total,Less than 20,Widowed,471,2556
4112,29,Total,20-29,Widowed,2787,21497
4113,29,Total,30-39,Widowed,12521,141316
4114,29,Total,40-49,Widowed,34688,326036
4115,29,Total,50-59,Widowed,58667,376322
4116,29,Total,60-69,Widowed,93118,442325
4117,29,Total,70-79,Widowed,72933,228807
4118,29,Total,80+,Widowed,37185,79774
4119,29,Total,Age Not Stated,Widowed,197,726
4120,29,Rural,All Ages,Widowed,212163,1071375
4121,29,Rural,Less than 20,Widowed,314,1568
4122,29,Rural,20-29,Widowed,1585,13809
4123,29,Rural,30-39,Widowed,7350,89608
4124,29,Rural,40-49,Widowed,22587,204816
4125,29,Rural,50-59,Widowed,38710,237761
4126,29,Rural,60-69,Widowed,65322,304509
4127,29,Rural,70-79,Widowed,50808,162246
4128,29,Rural,80+,Widowed,25352,56572
4129,29,Rural,Age Not Stated,Widowed,135,486
4130,29,Urban,All Ages,Widowed,100404,547984
4131,29,Urban,Less than 20,Widowed,157,988
4132,29,Urban,20-29,Widowed,1202,7688
4133,29,Urban,30-39,Widowed,5171,51708
4134,29,Urban,40-49,Widowed,12101,121220
4135,29,Urban,50-59,Widowed,19957,138561
4136,29,Urban,60-69,Widowed,27796,137816
4137,29,Urban,70-79,Widowed,22125,66561
4138,29,Urban,80+,Widowed,11833,23202
4139,29,Urban,Age Not Stated,Widowed,62,240
4140,30,Total,All Ages,Widowed,7991,54402
4141,30,Total,Less than 20,Widowed,14,68
4142,30,Total,20-29,Widowed,43,169
4143,30,Total,30-39,Widowed,200,2012
4144,30,Total,40-49,Widowed,712,7582
4145,30,Total,50-59,Widowed,1344,12073
4146,30,Total,60-69,Widowed,2484,17763
4147,30,Total,70-79,Widowed,2208,10916
4148,30,Total,80+,Widowed,972,3742
4149,30,Total,Age Not Stated,Widowed,14,77
4150,30,Rural,All Ages,Widowed,3532,23870
4151,30,Rural,Less than 20,Widowed,6,29
4152,30,Rural,20-29,Widowed,14,67
4153,30,Rural,30-39,Widowed,88,845
4154,30,Rural,40-49,Widowed,333,3199
4155,30,Rural,50-59,Widowed,568,5142
4156,30,Rural,60-69,Widowed,1151,8082
4157,30,Rural,70-79,Widowed,938,4839
4158,30,Rural,80+,Widowed,430,1631
4159,30,Rural,Age Not Stated,Widowed,4,36
4160,30,Urban,All Ages,Widowed,4459,30532
4161,30,Urban,Less than 20,Widowed,8,39
4162,30,Urban,20-29,Widowed,29,102
4163,30,Urban,30-39,Widowed,112,1167
4164,30,Urban,40-49,Widowed,379,4383
4165,30,Urban,50-59,Widowed,776,6931
4166,30,Urban,60-69,Widowed,1333,9681
4167,30,Urban,70-79,Widowed,1270,6077
4168,30,Urban,80+,Widowed,542,2111
4169,30,Urban,Age Not Stated,Widowed,10,41
4170,31,Total,All Ages,Widowed,233,1500
4171,31,Total,Less than 20,Widowed,0,0
4172,31,Total,20-29,Widowed,1,3
4173,31,Total,30-39,Widowed,5,22
4174,31,Total,40-49,Widowed,13,160
4175,31,Total,50-59,Widowed,33,383
4176,31,Total,60-69,Widowed,87,529
4177,31,Total,70-79,Widowed,61,297
4178,31,Total,80+,Widowed,33,106
4179,31,Total,Age Not Stated,Widowed,0,0
4180,31,Rural,All Ages,Widowed,74,304
4181,31,Rural,Less than 20,Widowed,0,0
4182,31,Rural,20-29,Widowed,0,2
4183,31,Rural,30-39,Widowed,0,7
4184,31,Rural,40-49,Widowed,4,30
4185,31,Rural,50-59,Widowed,12,74
4186,31,Rural,60-69,Widowed,33,119
4187,31,Rural,70-79,Widowed,17,63
4188,31,Rural,80+,Widowed,8,9
4189,31,Rural,Age Not Stated,Widowed,0,0
4190,31,Urban,All Ages,Widowed,159,1196
4191,31,Urban,Less than 20,Widowed,0,0
4192,31,Urban,20-29,Widowed,1,1
4193,31,Urban,30-39,Widowed,5,15
4194,31,Urban,40-49,Widowed,9,130
4195,31,Urban,50-59,Widowed,21,309
4196,31,Urban,60-69,Widowed,54,410
4197,31,Urban,70-79,Widowed,44,234
4198,31,Urban,80+,Widowed,25,97
4199,31,Urban,Age Not Stated,Widowed,0,0
4200,32,Total,All Ages,Widowed,153707,1228006
4201,32,Total,Less than 20,Widowed,108,895
4202,32,Total,20-29,Widowed,358,2567
4203,32,Total,30-39,Widowed,2215,32694
4204,32,Total,40-49,Widowed,9359,158522
4205,32,Total,50-59,Widowed,23234,307859
4206,32,Total,60-69,Widowed,40046,389543
4207,32,Total,70-79,Widowed,45117,245800
4208,32,Total,80+,Widowed,33084,89239
4209,32,Total,Age Not Stated,Widowed,186,887
4210,32,Rural,All Ages,Widowed,85979,632025
4211,32,Rural,Less than 20,Widowed,64,464
4212,32,Rural,20-29,Widowed,215,1530
4213,32,Rural,30-39,Widowed,1403,19609
4214,32,Rural,40-49,Widowed,5573,87595
4215,32,Rural,50-59,Widowed,13181,160035
4216,32,Rural,60-69,Widowed,22031,196159
4217,32,Rural,70-79,Widowed,24639,121160
4218,32,Rural,80+,Widowed,18776,45055
4219,32,Rural,Age Not Stated,Widowed,97,418
4220,32,Urban,All Ages,Widowed,67728,595981
4221,32,Urban,Less than 20,Widowed,44,431
4222,32,Urban,20-29,Widowed,143,1037
4223,32,Urban,30-39,Widowed,812,13085
4224,32,Urban,40-49,Widowed,3786,70927
4225,32,Urban,50-59,Widowed,10053,147824
4226,32,Urban,60-69,Widowed,18015,193384
4227,32,Urban,70-79,Widowed,20478,124640
4228,32,Urban,80+,Widowed,14308,44184
4229,32,Urban,Age Not Stated,Widowed,89,469
4230,33,Total,All Ages,Widowed,531157,2232879
4231,33,Total,Less than 20,Widowed,520,2238
4232,33,Total,20-29,Widowed,3751,23847
4233,33,Total,30-39,Widowed,21073,173379
4234,33,Total,40-49,Widowed,61652,434279
4235,33,Total,50-59,Widowed,107679,562009
4236,33,Total,60-69,Widowed,155243,614074
4237,33,Total,70-79,Widowed,123078,319536
4238,33,Total,80+,Widowed,57667,101923
4239,33,Total,Age Not Stated,Widowed,494,1594
4240,33,Rural,All Ages,Widowed,314312,1271195
4241,33,Rural,Less than 20,Widowed,316,1358
4242,33,Rural,20-29,Widowed,2340,15360
4243,33,Rural,30-39,Widowed,12451,101263
4244,33,Rural,40-49,Widowed,36468,239165
4245,33,Rural,50-59,Widowed,62696,306802
4246,33,Rural,60-69,Widowed,94034,359652
4247,33,Rural,70-79,Widowed,72637,187577
4248,33,Rural,80+,Widowed,33093,59122
4249,33,Rural,Age Not Stated,Widowed,277,896
4250,33,Urban,All Ages,Widowed,216845,961684
4251,33,Urban,Less than 20,Widowed,204,880
4252,33,Urban,20-29,Widowed,1411,8487
4253,33,Urban,30-39,Widowed,8622,72116
4254,33,Urban,40-49,Widowed,25184,195114
4255,33,Urban,50-59,Widowed,44983,255207
4256,33,Urban,60-69,Widowed,61209,254422
4257,33,Urban,70-79,Widowed,50441,131959
4258,33,Urban,80+,Widowed,24574,42801
4259,33,Urban,Age Not Stated,Widowed,217,698
4260,34,Total,All Ages,Widowed,6169,41853
4261,34,Total,Less than 20,Widowed,7,28
4262,34,Total,20-29,Widowed,55,469
4263,34,Total,30-39,Widowed,322,4164
4264,34,Total,40-49,Widowed,739,9039
4265,34,Total,50-59,Widowed,1226,10195
4266,34,Total,60-69,Widowed,1570,10180
4267,34,Total,70-79,Widowed,1431,5811
4268,34,Total,80+,Widowed,814,1945
4269,34,Total,Age Not Stated,Widowed,5,22
4270,34,Rural,All Ages,Widowed,2281,15081
4271,34,Rural,Less than 20,Widowed,2,12
4272,34,Rural,20-29,Widowed,22,189
4273,34,Rural,30-39,Widowed,123,1632
4274,34,Rural,40-49,Widowed,290,3371
4275,34,Rural,50-59,Widowed,455,3633
4276,34,Rural,60-69,Widowed,602,3588
4277,34,Rural,70-79,Widowed,502,2008
4278,34,Rural,80+,Widowed,283,645
4279,34,Rural,Age Not Stated,Widowed,2,3
4280,34,Urban,All Ages,Widowed,3888,26772
4281,34,Urban,Less than 20,Widowed,5,16
4282,34,Urban,20-29,Widowed,33,280
4283,34,Urban,30-39,Widowed,199,2532
4284,34,Urban,40-49,Widowed,449,5668
4285,34,Urban,50-59,Widowed,771,6562
4286,34,Urban,60-69,Widowed,968,6592
4287,34,Urban,70-79,Widowed,929,3803
4288,34,Urban,80+,Widowed,531,1300
4289,34,Urban,Age Not Stated,Widowed,3,19
4290,35,Total,All Ages,Widowed,2294,8435
4291,35,Total,Less than 20,Widowed,1,6
4292,35,Total,20-29,Widowed,18,78
4293,35,Total,30-39,Widowed,118,739
4294,35,Total,40-49,Widowed,298,1856
4295,35,Total,50-59,Widowed,519,2481
4296,35,Total,60-69,Widowed,651,2039
4297,35,Total,70-79,Widowed,463,893
4298,35,Total,80+,Widowed,221,335
4299,35,Total,Age Not Stated,Widowed,5,8
4300,35,Rural,All Ages,Widowed,1775,5445
4301,35,Rural,Less than 20,Widowed,1,2
4302,35,Rural,20-29,Widowed,12,47
4303,35,Rural,30-39,Widowed,95,457
4304,35,Rural,40-49,Widowed,230,1091
4305,35,Rural,50-59,Widowed,385,1543
4306,35,Rural,60-69,Widowed,497,1421
4307,35,Rural,70-79,Widowed,360,632
4308,35,Rural,80+,Widowed,191,249
4309,35,Rural,Age Not Stated,Widowed,4,3
4310,35,Urban,All Ages,Widowed,519,2990
4311,35,Urban,Less than 20,Widowed,0,4
4312,35,Urban,20-29,Widowed,6,31
4313,35,Urban,30-39,Widowed,23,282
4314,35,Urban,40-49,Widowed,68,765
4315,35,Urban,50-59,Widowed,134,938
4316,35,Urban,60-69,Widowed,154,618
4317,35,Urban,70-79,Widowed,103,261
4318,35,Urban,80+,Widowed,30,86
4319,35,Urban,Age Not Stated,Widowed,1,5
4320,0,Total,All Ages,Divorced,504699,937361
4321,0,Total,Less than 20,Divorced,2489,2923
4322,0,Total,20-29,Divorced,43283,70274
4323,0,Total,30-39,Divorced,116292,256765
4324,0,Total,40-49,Divorced,143843,310264
4325,0,Total,50-59,Divorced,97856,175715
4326,0,Total,60-69,Divorced,64793,92028
4327,0,Total,70-79,Divorced,26315,22395
4328,0,Total,80+,Divorced,8136,5218
4329,0,Total,Age Not Stated,Divorced,1692,1779
4330,0,Rural,All Ages,Divorced,359830,629362
4331,0,Rural,Less than 20,Divorced,1788,2073
4332,0,Rural,20-29,Divorced,32046,50462
4333,0,Rural,30-39,Divorced,83834,174479
4334,0,Rural,40-49,Divorced,100897,204384
4335,0,Rural,50-59,Divorced,67096,114840
4336,0,Rural,60-69,Divorced,47472,63245
4337,0,Rural,70-79,Divorced,19562,15372
4338,0,Rural,80+,Divorced,6000,3375
4339,0,Rural,Age Not Stated,Divorced,1135,1132
4340,0,Urban,All Ages,Divorced,144869,307999
4341,0,Urban,Less than 20,Divorced,701,850
4342,0,Urban,20-29,Divorced,11237,19812
4343,0,Urban,30-39,Divorced,32458,82286
4344,0,Urban,40-49,Divorced,42946,105880
4345,0,Urban,50-59,Divorced,30760,60875
4346,0,Urban,60-69,Divorced,17321,28783
4347,0,Urban,70-79,Divorced,6753,7023
4348,0,Urban,80+,Divorced,2136,1843
4349,0,Urban,Age Not Stated,Divorced,557,647
4350,1,Total,All Ages,Divorced,3147,2688
4351,1,Total,Less than 20,Divorced,16,13
4352,1,Total,20-29,Divorced,176,114
4353,1,Total,30-39,Divorced,459,545
4354,1,Total,40-49,Divorced,652,868
4355,1,Total,50-59,Divorced,656,631
4356,1,Total,60-69,Divorced,583,345
4357,1,Total,70-79,Divorced,395,132
4358,1,Total,80+,Divorced,207,39
4359,1,Total,Age Not Stated,Divorced,3,1
4360,1,Rural,All Ages,Divorced,2323,2006
4361,1,Rural,Less than 20,Divorced,15,9
4362,1,Rural,20-29,Divorced,138,84
4363,1,Rural,30-39,Divorced,338,407
4364,1,Rural,40-49,Divorced,467,628
4365,1,Rural,50-59,Divorced,475,477
4366,1,Rural,60-69,Divorced,449,270
4367,1,Rural,70-79,Divorced,280,99
4368,1,Rural,80+,Divorced,160,31
4369,1,Rural,Age Not Stated,Divorced,1,1
4370,1,Urban,All Ages,Divorced,824,682
4371,1,Urban,Less than 20,Divorced,1,4
4372,1,Urban,20-29,Divorced,38,30
4373,1,Urban,30-39,Divorced,121,138
4374,1,Urban,40-49,Divorced,185,240
4375,1,Urban,50-59,Divorced,181,154
4376,1,Urban,60-69,Divorced,134,75
4377,1,Urban,70-79,Divorced,115,33
4378,1,Urban,80+,Divorced,47,8
4379,1,Urban,Age Not Stated,Divorced,2,0
4380,2,Total,All Ages,Divorced,2975,2737
4381,2,Total,Less than 20,Divorced,3,3
4382,2,Total,20-29,Divorced,102,98
4383,2,Total,30-39,Divorced,554,573
4384,2,Total,40-49,Divorced,804,846
4385,2,Total,50-59,Divorced,670,650
4386,2,Total,60-69,Divorced,503,390
4387,2,Total,70-79,Divorced,248,142
4388,2,Total,80+,Divorced,86,31
4389,2,Total,Age Not Stated,Divorced,5,4
4390,2,Rural,All Ages,Divorced,2789,2410
4391,2,Rural,Less than 20,Divorced,2,3
4392,2,Rural,20-29,Divorced,91,77
4393,2,Rural,30-39,Divorced,521,478
4394,2,Rural,40-49,Divorced,757,752
4395,2,Rural,50-59,Divorced,626,580
4396,2,Rural,60-69,Divorced,469,353
4397,2,Rural,70-79,Divorced,236,136
4398,2,Rural,80+,Divorced,83,27
4399,2,Rural,Age Not Stated,Divorced,4,4
4400,2,Urban,All Ages,Divorced,186,327
4401,2,Urban,Less than 20,Divorced,1,0
4402,2,Urban,20-29,Divorced,11,21
4403,2,Urban,30-39,Divorced,33,95
4404,2,Urban,40-49,Divorced,47,94
4405,2,Urban,50-59,Divorced,44,70
4406,2,Urban,60-69,Divorced,34,37
4407,2,Urban,70-79,Divorced,12,6
4408,2,Urban,80+,Divorced,3,4
4409,2,Urban,Age Not Stated,Divorced,1,0
4410,3,Total,All Ages,Divorced,15835,10356
4411,3,Total,Less than 20,Divorced,68,20
4412,3,Total,20-29,Divorced,1268,436
4413,3,Total,30-39,Divorced,3392,2401
4414,3,Total,40-49,Divorced,4310,3388
4415,3,Total,50-59,Divorced,2983,1973
4416,3,Total,60-69,Divorced,2119,1425
4417,3,Total,70-79,Divorced,1207,546
4418,3,Total,80+,Divorced,467,162
4419,3,Total,Age Not Stated,Divorced,21,5
4420,3,Rural,All Ages,Divorced,9146,5568
4421,3,Rural,Less than 20,Divorced,32,11
4422,3,Rural,20-29,Divorced,517,223
4423,3,Rural,30-39,Divorced,1764,1206
4424,3,Rural,40-49,Divorced,2542,1685
4425,3,Rural,50-59,Divorced,1637,1002
4426,3,Rural,60-69,Divorced,1403,925
4427,3,Rural,70-79,Divorced,876,388
4428,3,Rural,80+,Divorced,366,123
4429,3,Rural,Age Not Stated,Divorced,9,5
4430,3,Urban,All Ages,Divorced,6689,4788
4431,3,Urban,Less than 20,Divorced,36,9
4432,3,Urban,20-29,Divorced,751,213
4433,3,Urban,30-39,Divorced,1628,1195
4434,3,Urban,40-49,Divorced,1768,1703
4435,3,Urban,50-59,Divorced,1346,971
4436,3,Urban,60-69,Divorced,716,500
4437,3,Urban,70-79,Divorced,331,158
4438,3,Urban,80+,Divorced,101,39
4439,3,Urban,Age Not Stated,Divorced,12,0
4440,4,Total,All Ages,Divorced,409,469
4441,4,Total,Less than 20,Divorced,3,1
4442,4,Total,20-29,Divorced,40,33
4443,4,Total,30-39,Divorced,88,130
4444,4,Total,40-49,Divorced,101,174
4445,4,Total,50-59,Divorced,92,93
4446,4,Total,60-69,Divorced,48,27
4447,4,Total,70-79,Divorced,21,8
4448,4,Total,80+,Divorced,16,3
4449,4,Total,Age Not Stated,Divorced,0,0
4450,4,Rural,All Ages,Divorced,11,14
4451,4,Rural,Less than 20,Divorced,1,0
4452,4,Rural,20-29,Divorced,2,3
4453,4,Rural,30-39,Divorced,5,4
4454,4,Rural,40-49,Divorced,0,6
4455,4,Rural,50-59,Divorced,1,1
4456,4,Rural,60-69,Divorced,2,0
4457,4,Rural,70-79,Divorced,0,0
4458,4,Rural,80+,Divorced,0,0
4459,4,Rural,Age Not Stated,Divorced,0,0
4460,4,Urban,All Ages,Divorced,398,455
4461,4,Urban,Less than 20,Divorced,2,1
4462,4,Urban,20-29,Divorced,38,30
